	EVENT_ID	PUBLISH_DATE	ActionGeo_CountryCode	ActionGeo_Lat	ActionGeo_Long	SOURCEURL	title	text
143	1116075143	20230720	SF06	-25.7069	28.2294	https://www.france24.com/en/live-news/20230720-putin-opted-out-not-to-jeopardise-brics-summit-s-africa	Putin opted out not to jeopardise BRICS summit SAfrica	Putin opted out not to jeopardise BRICS summit SAfrica Russian President Vladimir Putin decided against attending an upcoming BRICS summit in Johannesburg in person because he did not want to jeopardise the talks a top South African diplomat said Thursday
146	1116075146	20230720	UP12	50.4333	30.5167	https://www.express.co.uk/news/world/1793182/ukraine-russia-war-world-deadliest-sniper	Ukraine war Worlds deadliest sniper fighting in frontline hell just one of many  World  News  Expresscouk	Ukraine war Worlds deadliest sniper fighting in frontline hell just one of many  World  News  Expresscouk EXCLUSIVE The worlds deadliest sniper has described his time on the front line fighting Russians as hell as he modestly claims he is one of many as a new documentary about his life aims to dispel myths and hearsay about the man nicknamed Wali
147	1116075147	20230720	USID	47.9663	-116.869	https://cdapress.com/news/2023/jul/20/spirit-lake-asks-sheriff-support-contract/	Spirit Lake KCSO talk contracts for police coverage  Coeur dAlene Press	Spirit Lake KCSO talk contracts for police coverage  Coeur dAlene Press The Spirit Lake City Council asked the Kootenai County Sheriffs Office to draft two contracts in a special meeting Wednesday without committing to anything until they see the contract language
148	1116075148	20230720	USWA	47.1051	-122.382	https://www.desmoinesregister.com/story/news/local/dallas-county/2023/07/20/things-to-do-around-dallas-county-this-weekend-include-a-block-party-cardboard-boat-regatta/70424851007/	Things to do around Dallas County this weekend include a block party tractor show	Things to do around Dallas County this weekend include a block party tractor show Race cardboard boats listen to live music during a block party check out a truck and tractor show listen to a local author and more things to do around Dallas County
149	1116075149	20230720	USHI	21.1098	-157.531	https://www.sanclementetimes.com/hobie-to-honor-velzy/	Hobie to Honor Velzy  San Clemente Times	Hobie to Honor Velzy  San Clemente Times A celebration of the legacy of both Hobie Alter and Dale Velzy is coming to Dana Point on July 23 with the Hobie Vintage Surfboard Fest honoring Velzy Presented by the Vintage Surfboard Collectors Club the event will feature an array of vintage surfboards from a host of collectors on display as well as several classic cars and live music
151	1116075151	20230720	USCA	34.1336	-117.908	https://www.latimes.com/california/story/2023-07-20/organ-donation-recovery-nonprofit-southern-california-federal-rankings	SoCal organ donation recovery group could be at risk from low rankings  Los Angeles Times	SoCal organ donation recovery group could be at risk from low rankings  Los Angeles Times OneLegacy has been recovering organs from donors at lower rates than other such organizations across the country according to federal regulators
153	1116075153	20230720	AS07	-37.4333	144.083	https://www.hospitalitynet.org/news/4117404.html	Stay Hospitality select Mews to automate their operations and enhance the overall guest journey	Stay Hospitality select Mews to automate their operations and enhance the overall guest journey NEW YORK 20 th of July 2023 Mews the innovative hospitality cloud has been chosen by Stay Hospitality to automate and enhance their growing hotel operations
154	1116075154	20230720	USCA	36.8452	-121.538	https://www.newtimesslo.com/arts/odd-fellows-hall-in-slo-hosts-comedy-night-14117660	Odd Fellows Hall in SLO hosts comedy night  Arts  San Luis Obispo  New Times San Luis Obispo	Odd Fellows Hall in SLO hosts comedy night  Arts  San Luis Obispo  New Times San Luis Obispo Prolific standup comedian and television writer Curtis Cook will headline an upcoming comedy night at the Odd Fellows Hall in San Luis Obispo slated for
157	1116075157	20230720	USME	43.5356	-70.7151	https://i95rocks.com/tbt-man-catches-awesome-eagle-moment-on-camera-in-waterboron-camera-in-waterboro/	TBT Man Catches Awesome Eagle Moment On Camera In Waterboro	TBT Man Catches Awesome Eagle Moment On Camera In Waterboro On a trip to Lake Arrowhead in Waterboro Robert Kearns was taking a pontoon ride around the lake to look for Eagles when his son spotted something in the water
158	1116075158	20230720	USMO	39.342	-91.1951	https://www.stltoday.com/opinion/letters/letter-missouris-abortion-ban-is-a-throwback-to-dangerous-times/article_73db3ff4-2670-11ee-853c-1b0930e83a6d.html	Letter Missouris abortion ban is a throwback to dangerous times	Letter Missouris abortion ban is a throwback to dangerous times Letter The people of Missouri are enshrined in 1924
160	1116075160	20230720	USCA	34.0983	-118.327	https://www.express.co.uk/celebrity-news/1793215/catherine-zeta-jones-michael-douglas-daniel-mays-guys-and-dolls-pictures	Catherine ZetaJones and Michael Douglas surprise theatregoers in rare sighting  Celebrity News  Showbiz  TV  Expresscouk	Catherine ZetaJones and Michael Douglas surprise theatregoers in rare sighting  Celebrity News  Showbiz  TV  Expresscouk Catherine ZetaJones and Michael Douglas made an appearance as actor Daniel Mays wrapped up his performance in the stage play Guys and Dolls
161	1116075161	20230720	USIL	39.8017	-89.6437	https://www.illinoistimes.com/springfield/board-reverses-solar-vote/Content?oid=17133562	Board reverses solar vote  News  Illinois Times	Board reverses solar vote  News  Illinois Times New state law limits local governance board feared lawsuit from developers
162	1116075162	20230720	USIL	41.85	-87.6501	https://economictimes.indiatimes.com/news/international/us/kim-kardashian-opens-up-about-divorce-with-kanye-reveals-relationship-with-pete-davidson-was-too-fast/articleshow/101988393.cms	kim Kim Kardashian opens up about divorce with Kanye reveals relationship with Pete Davidson was too fast  The Economic Times	kim Kim Kardashian opens up about divorce with Kanye reveals relationship with Pete Davidson was too fast  The Economic Times On the latest episode of The Kardashians the reality TV star confessed that her relationship with Pete Davidson was just to get her mind off Kanye West She also spoke about Kanye being a totally different person now
163	1116075163	20230720	CH	35.0	105.0	https://www.startribune.com/pandemic-minneapolis-restaurant-rainbow-chinese-reopening-dining-room-closing/600291038/	Rainbow Chinese Restaurant in Minneapolis finally reopens its dining room	Rainbow Chinese Restaurant in Minneapolis finally reopens its dining room The restaurant known for its cuisine and charismatic chefowner Tammy Wong was one of the last pandemic holdouts
164	1116075164	20230720	USIL	40.3363	-89.0022	https://www.popsugar.com/news/equal-rights-amendment-100th-anniversary-49228386	Reasons to Support the Equal Rights Amendment 100 Years On  POPSUGAR News	Reasons to Support the Equal Rights Amendment 100 Years On  POPSUGAR News To get the Equal Rights Amendment over the finish line we must build the public pressure necessary to galvanize the administration into action
167	1116075167	20230720	USPA	41.6264	-78.6414	https://www.bradfordera.com/news/growing-together-art-exhibit-opens-at-upb/article_8ff7b1e2-267d-11ee-983b-37e83ccaae44.html	Growing Together art exhibit opens at UPB  News  bradforderacom	Growing Together art exhibit opens at UPB  News  bradforderacom The visual celebration of Growing Together  a lifeenhancing collaboration between the Elk County Council on the Arts and the Continuing Care Retirement Community of Bradford Ecumenical Home Inc with
178	1116075178	20230720	USMA	42.1015	-72.5898	https://www.illinoistimes.com/springfield/restoring-faith-in-medical-science/Content?oid=17133604	Restoring faith in medical science  Books  Illinois Times	Restoring faith in medical science  Books  Illinois Times Author physician and Springfield native sets the record straight Science saves lives
181	1116075181	20230720	GQ	13.2613	145.096	https://www.marketscreener.com/quote/stock/NIPPON-TELEGRAPH-AND-TELE-6492476/news/NTT-Supports-Guam-Network-Infrastructure-Rebuild-in-Wake-of-Typhoon-Mawar-44379114/	NTT Supports Guam Network Infrastructure Rebuild in Wake of Typhoon Mawar	NTT Supports Guam Network Infrastructure Rebuild in Wake of Typhoon Mawar NTT providing engineers repair equipment and IT network upgrade 
184	1116075184	20230720	VE25	10.5	-66.9167	https://www.floppingaces.net/most-wanted/trumps-impending-arrest-are-we-already-venezuela/comment-page-1/	Trumps Impending Arrest  Are We Already Venezuela  Flopping Aces	Trumps Impending Arrest  Are We Already Venezuela  Flopping Aces by SAM FADDIS Not so very long ago Venezuela was a wealthy liberal democracy and an example for all of South America to follow No longer It is a Communist hell hole We may be following the same path Yesterday Donald Trump revealed that he has been notified that he is a target in the Grand Jury
189	1116075189	20230720	UK	54.0	-4.0	https://www.aol.com/news/tobias-ellwood-got-wrong-afghanistan-025917230.html	Tobias Ellwood I got it wrong on Afghanistan clip says Conservative MP	Tobias Ellwood I got it wrong on Afghanistan clip says Conservative MP Tobias Ellwood deletes a video where he said Afghanistan had been transformed under the Taliban
191	1116075191	20230720	AF13	34.5167	69.1833	https://www.express.co.uk/news/world/1793207/afghanistan-women-protest-taliban-beauty-ban	Afghanistans brave women face shotguns tasers and fire hoses to protest against Taliban  World  News  Expresscouk	Afghanistans brave women face shotguns tasers and fire hoses to protest against Taliban  World  News  Expresscouk Earlier this month the Taliban had issued a directive that all salons in Afghanistan must close within a month
200	1116075200	20230720	SF06	-26.2	28.0833	https://allafrica.com/stories/202307200385.html	South Africa Pioneering Global Surgery Work Scores UCT Professor Distinguished Award  allAfricacom	South Africa Pioneering Global Surgery Work Scores UCT Professor Distinguished Award  allAfricacom Salome Maswime professor and the head of Global Surgery at the University of Cape Town UCT is celebrating a series of milestones In a remarkable week she received the South African Medical Research Council SAMRC ClinicianScientist Award at the National Science and Technology Forum NSTFSouth 32 awards ceremony and was also officially inducted as a full professor during her recent inaugural lecture
201	1116075201	20230720	SF06	-26.0833	28.25	https://www.africa-newsroom.com/press/south-africa-deputy-president-mashatile-concludes-dialogue-between-government-and-leadership-of-the-european-companies	APO Group  Africa Newsroom  Press release  South Africa Deputy President Mashatile concludes dialogue between Government and leadership of the European companies	APO Group  Africa Newsroom  Press release  South Africa Deputy President Mashatile concludes dialogue between Government and leadership of the European companies South Africa Deputy President Mashatile concludes dialogue between Government and leadership of the European companies
211	1116075211	20230720	SF06	-26.0833	28.25	https://www.france24.com/en/live-news/20230720-one-dead-48-injured-in-unexplained-johannesburg-blast	One dead 48 injured in unexplained Johannesburg blast	One dead 48 injured in unexplained Johannesburg blast A body was found in central Johannesburg early Thursday after an unexplained blast ripped through a busy street at rush hour the previous evening the emergency services said
225	1116075225	20230720	SF	-30.0	26.0	https://www.freshfruitportal.com/news/2023/07/20/agrofresh-acquires-tessara/	AgroFresh acquires Tessara	AgroFresh acquires Tessara AgroFresh has announced the acquisition of South African company Tessara as the firm seeks to expand its postharvest solutions portfolio
228	1116075228	20230720	UKH9	51.5	-0.116667	https://www.freshbusinessthinking.com/news-and-content/the-spice-entrepreneur-breaking-barriers/53932.article	The Spice Entrepreneur Breaking Barriers  Community News  Fresh Business Thinking	The Spice Entrepreneur Breaking Barriers  Community News  Fresh Business Thinking Jawahir AlMauly is the founder of Ujamaa Spice an ethical spice business committed to decolonising traditional spice supply chains Motivated by the lack of diversity and sustainability in the industry Jawahir established Ujamaa Spice in 2022 to make positive and lasting change
230	1116075230	20230720	AR07	-34.5875	-58.6725	https://www.thenational.scot/news/23668650.malvinas-row-eu-recognises-argentine-name-falkland-islands/	Malvinas Row as EU recognises Argentine name for Falkland Islands  The National	Malvinas Row as EU recognises Argentine name for Falkland Islands  The National BRITISH diplomats have been enraged after the European Union appeared to endorse the Argentine name for the Falkland Islands
236	1116075236	20230720	SA14	21.5169	39.2192	https://www.hospitalitynet.org/appointment/79026606.html	Nader Ibrahim has been appointed Cluster General Manager at Riyadh Marriott Hotels	Nader Ibrahim has been appointed Cluster General Manager at Riyadh Marriott Hotels Nader Ibrahim has been appointed the new Cluster General Manager for Riyadh Marriott Hotels placing him in charge of a total of 1045 rooms and apartments 48 conference and meeting rooms as well as 13 restaurants and cafes across five distinct hotels
242	1116075242	20230720	USTX	29.7633	-95.3633	https://www.wsj.com/articles/they-smooth-out-every-curve-why-popcorn-swimsuits-are-everywhere-this-summer-bc5ecc5b	Page Not Found	Page Not Found We cant find the page you are looking for
253	1116075253	20230720	BO	53.0	28.0	https://www.ziarelive.ro/stiri/formin-odobescu-russia-intends-to-create-world-food-crisis.html	ForMin Odobescu Russia intends to create world food crisis	ForMin Odobescu Russia intends to create world food crisis ForMin Odobescu Russia intends to create world food crisisRussia intends to cause a world food crisis by not renewing the agreement on the
256	1116075256	20230720	BG	24.0	90.0	https://www.tbsnews.net/economy/south-asia-least-integrated-region-world-report-668658	South Asia least integrated region in world ICCB  The Business Standard	South Asia least integrated region in world ICCB  The Business Standard An electricity market of the BBIN countries  Bangladesh Bhutan India and Nepal  would save an estimated 17 billion in capital costs
258	1116075258	20230720	BG	24.0	90.0	https://finance.yahoo.com/news/bangladesh-business-summit-outcome-report-114700759.html	Bangladesh Business Summit Outcome report has launched with promises for building Smart Bangladesh	Bangladesh Business Summit Outcome report has launched with promises for building Smart Bangladesh This is a report from Spellbound Leo Burnett Over the last decade Bangladesh has experienced rapid economic growth propelling it to be among worlds fastestgrowing economies Economic and political stability have been instrumental in driving countrys path towards a promising future Currently ranked 41st in global economy Bangladesh aspires to reach 25th position by 2035 With vision of becoming an Upper MiddleIncome Country in next decade and a Developed Country by 2041 Bangladesh a
260	1116075260	20230720	BG	24.0	90.0	https://www.newagebd.net/article/207387/bnps-condition-for-participating-in-election-not-constitutional-quader	BNPs condition for participating in election not constitutional Quader	BNPs condition for participating in election not constitutional Quader New Age a Dhakabased leading English language daily newspaper is a major source of news of Bangladesh and international affairs
262	1116075262	20230720	BO00	53.9	27.5667	https://indianexpress.com/article/world/wagner-mercenaries-train-belarus-forces-polish-border-8850637/	Wagner mercenaries train Belarus special forces near Polish border  The Indian Express	Wagner mercenaries train Belarus special forces near Polish border  The Indian Express Wagner chief Yevgeny Prigozhin was shown in a video on Wednesday welcoming his fighters to Belarus telling them they would take no further part in the Ukraine war for now but ordering them to gather their strength for Africa while they trained the Belarusian army
267	1116075267	20230720	BR	-10.0	-55.0	https://patch.com/massachusetts/woburn/woburn-restaurant-employee-sentenced-transferring-false-id-docs	Woburn Restaurant Employee Sentenced For Transferring False ID Docs  Woburn MA Patch	Woburn Restaurant Employee Sentenced For Transferring False ID Docs  Woburn MA Patch Woburn Restaurant Employee Sentenced For Transferring False ID Docs  Woburn MA  A former restaurant employee was sentenced for providing false identification documents to Brazilian employees who lacked documentation
277	1116075277	20230720	USWV	38.468	-80.9696	https://www.theverge.com/2023/7/20/23800161/gigi-sohn-fcc-nomination-dark-money-campaign-net-neutrality-profile	President Joe Biden wanted Gigi Sohn to fix Americas internet  what went wrong  The Verge	President Joe Biden wanted Gigi Sohn to fix Americas internet  what went wrong  The Verge President Joe Biden nominated Gigi Sohn to the FCC three times over two years but badfaith attacks on her record and dark money lobbying kept her out of the agency
278	1116075278	20230720	CH	35.0	105.0	https://www.washingtonexaminer.com/restoring-america/patriotism-unity/bidens-green-dream-delusion	Bidens green dream delusion	Bidens green dream delusion Climate czar John Kerrys visit to China illustrates the fallacies of the Biden administrations environmental policy Kerry the administration and many in the media will celebrate the trip In contrast China will make promises that will not be fulfilled China will continue to build vast numbers of dirty coalpowered plants
280	1116075280	20230720	NI05	6.45306	3.39583	https://www.coinspeaker.com/ibm-q2-2023-earnings/	IBM Exceeds Q2 2023 Earnings Expectations Reports Strong Software and Consulting Revenue Growth	IBM Exceeds Q2 2023 Earnings Expectations Reports Strong Software and Consulting Revenue Growth As IBM generated net cash from operating activities of 26 billion in Q2 the company recorded 64 billion in H1 2023
281	1116075281	20230720	UKN7	51.1	-0.566667	https://www.marketscreener.com/quote/commodity/WTI-2355639/news/UK-Oil-Gas-up-as-High-Court-upholds-Loxley-planning-consent-44379088/	UK Oil  Gas up as High Court upholds Loxley planning consent	UK Oil  Gas up as High Court upholds Loxley planning consent UK Oil  Gas PLC on Thursday said the High Court ruled that planning consent for its conventional gas and hydrogen feedstock project in Surrey is entirely lawful UK Oil is a Londonbased
282	1116075282	20230720	UK00	55.5167	-0.083333	https://www.finanznachrichten.de/nachrichten-2023-07/59623823-janus-henderson-group-plc-janus-henderson-is-excited-to-announce-new-hires-to-its-equities-team-004.htm	Janus Henderson Group plc Janus Henderson is Excited to Announce New Hires to its Equities Team	Janus Henderson Group plc Janus Henderson is Excited to Announce New Hires to its Equities Team Janus Henderson announces the appointment of Marc Pinto as Head of Americas Equities Lucas Klein as Head of EMEA and Asia Pacific Equities and Julian McManus as lead portfolio manager on the Global
291	1116075291	20230720	USGA	32.9866	-83.6487	https://www.entrepreneur.com/ka/business-news/kotler-impact-awe-consulting-in-partnership-with-blue/456144	Kotler Impact  AWE Consulting in partnership with Blue Ocean to publish the first collection of Kotlers Essentials of Modern Marketing based on the success stories of Georgian companies  Entrepreneur	Kotler Impact  AWE Consulting in partnership with Blue Ocean to publish the first collection of Kotlers Essentials of Modern Marketing based on the success stories of Georgian companies  Entrepreneur 
295	1116075295	20230720	USWI	44.2563	-89.6385	https://www.morningstar.com/personal-finance/when-do-you-get-kicked-off-your-parents-insurance	When Do You Get Kicked Off Your Parents Insurance  Morningstar	When Do You Get Kicked Off Your Parents Insurance  Morningstar Heres what you need to know about getting your own health insurance
297	1116075297	20230720	USAZ	33.7712	-111.388	https://www.finanznachrichten.de/nachrichten-2023-07/59623661-sibannac-inc-breaks-into-retail-with-kava-and-kratom-lounge-296.htm	Sibannac Inc Breaks into Retail with Kava and Kratom Lounge	Sibannac Inc Breaks into Retail with Kava and Kratom Lounge Scottsdale ArizonaNewsfile Corp  July 20 2023  Sibannac Inc OTC Pink SNNC a Nevada corporation the Company announced the followingSibannac Inc is proud to announce its entre into
298	1116075298	20230720	UK	54.0	-4.0	https://www.jdsupra.com/legalnews/the-maritime-anti-corruption-network-a-28389/	The Maritime AntiCorruption Network An InDepth Conversation  Society of Corporate Compliance and Ethics SCCE  JDSupra	The Maritime AntiCorruption Network An InDepth Conversation  Society of Corporate Compliance and Ethics SCCE  JDSupra For organizations working to avoid corruption it can be a lonely fight While a sales or compliance team may know that there are many others out there who would not pay a bribe when
299	1116075299	20230720	UK00	51.8	-3.15	https://finance.yahoo.com/news/sage-group-plcs-lon-sge-113522386.html	The Sage Group plcs LONSGE high institutional ownership speaks for itself as stock continues to impress up 31 over last week	The Sage Group plcs LONSGE high institutional ownership speaks for itself as stock continues to impress up 31 over last week Key Insights Institutions substantial holdings in Sage Group implies that they have significant influence over the
301	1116075301	20230720	RPD9	14.6042	120.982	https://www.manilatimes.net/2023/07/20/business/foreign-business/sean-diddy-combs-aspires-to-create-new-black-wall-street-through-online-marketplace-empower-global/1901499	Sean Diddy Combs aspires to create new Black Wall Street through online marketplace Empower Global  The Manila Times	Sean Diddy Combs aspires to create new Black Wall Street through online marketplace Empower Global  The Manila Times LOS ANGELES Sean Diddy Combs wants to strengthen the black dollar The music mogul is spearheading a new online marketplace called Empower Global that will specifically feature Blackowned businesses
306	1116075306	20230720	CA04	47.75	-67.0	https://www.pr-inside.com/cat-strategic-successfully-restructures-loan-agreement-to-facilitate-r4930179.htm	CAT Strategic Successfully Restructures Loan Agreement to Facilitate  20230720	CAT Strategic Successfully Restructures Loan Agreement to Facilitate  20230720 CAT Strategic Successfully Restructures Loan Agreement to Facilitate 
310	1116075310	20230720	GM	51.5	10.5	https://www.envirotech-online.com/news/air-monitoring/6/sk-elektronik-gmbh/title-missingnbsp/60756	A rich heritage of air monitoring expertise on show at CEM 2023 Envirotech Online	A rich heritage of air monitoring expertise on show at CEM 2023 Envirotech Online SK Elektonik is a familyrun business located in Leverkusen Germany Click to read more
312	1116075312	20230720	UKT6	56.8	-2.63333	https://www.marketscreener.com/quote/stock/AWILCO-DRILLING-PLC-148203496/news/Awilco-Drilling-PLC-Minutes-from-Extraordinary-General-44378892/	Awilco Drilling PLC Minutes from Extraordinary General	Awilco Drilling PLC Minutes from Extraordinary General Home 2023 Awilco Drilling PLC Minutes from Extraordinary General Awilco Drilling PLC Minutes from Extraordinary General 
315	1116075315	20230720	RP00	14.5833	121.0	http://www.cnnphilippines.com/news/2023/7/20/marcos-first-year-consumer-groups-face-palm.html	Consumer groups give face palm reaction to PBBMs first year	Consumer groups give face palm reaction to PBBMs first year Consumer groups have expressed their dismay over President Ferdinand Marcos Jrs performance in his first year in office noting the countrys leader has failed to act on his major campaign promises
318	1116075318	20230720	KE05	-1.28333	36.8167	https://www.standardmedia.co.ke/nairobi/article/2001477642/ipoa-rarely-investigates-protest-related-killings-hrw-boss-namwaya-says	IPOA rarely investigates protest related killings HRW boss Otsieno Namwaya says  The Standard	IPOA rarely investigates protest related killings HRW boss Otsieno Namwaya says  The Standard Accoridng to a Thursday July 20 statement by Amnesty International at least 30 people have been killed since the antigovernment protests began in March 2023
319	1116075319	20230720	US	39.828175	-98.5795	https://www.morningstar.com/financial-advice/how-retirement-plans-drive-employee-satisfaction-empowering-your-clients-small-business-growth	How Retirement Plans Can Aid Your Clients Small Business Growth  Morningstar	How Retirement Plans Can Aid Your Clients Small Business Growth  Morningstar When done right retirement plans can provide strong tax benefits and encourage employee loyalty
321	1116075321	20230720	RPD9	14.6042	120.982	https://www.manilatimes.net/2023/07/20/news/national/marcos-reaffirms-support-for-msmes/1901477	Marcos reaffirms support for MSMEs  The Manila Times	Marcos reaffirms support for MSMEs  The Manila Times PRESIDENT Ferdinand Marcos Jr reiterated his administrations support for micro small and medium enterprises MSMEs
322	1116075322	20230720	SW	62.0	15.0	https://www.reuters.com/breakingviews/uk-is-danger-becoming-nigeria-wind-2023-07-20/	UK is in danger of becoming the Nigeria of wind  Reuters	UK is in danger of becoming the Nigeria of wind  Reuters Britain is supposed to be the Saudi Arabia of wind power During former Prime Minister Boris Johnsons troubled premiership a rare bright spot was his insistence that the United Kingdom could use its extensive coastline to become for renewable energy what Riyadh is for the global oil market Vattenfalls decision on Thursday to halt the 14 gigawatt GW Norfolk Boreas project is just the latest sign that Britains most appropriate fossilfuel comparator may not be the biggest and most efficient producer
323	1116075323	20230720	USCA	34.0983	-118.327	https://movieweb.com/times-actors-played-comedic-versions-of-themselves/	10 Times Actors Played Versions of Themselves for a Joke	10 Times Actors Played Versions of Themselves for a Joke Actors who play fictionalized or heightened versions of themselves have made for some of the most memorable movie moments
329	1116075329	20230720	USNV	38.4199	-117.122	https://finance.yahoo.com/news/blue-thunder-acquires-lithium-project-120000630.html	Blue Thunder Acquires Lithium Project in Nevada	Blue Thunder Acquires Lithium Project in Nevada Toronto OntarioNewsfile Corp  July 20 2023  Blue Thunder Mining Inc TSXV BLUE Blue Thunder Blue or the Company is pleased to announce that it has acquired a lithium exploration project in Nevada This is a further step in Blues new focus on critical metals as announced in the Companys News Release dated July 7 2023The Nevada Lithium Project comprises 85 US federal mineral lode claims covering approximately 68 square kilometres 1683 
331	1116075331	20230720	CA13	65.0	-118.0	https://www.pr-inside.com/ggl-sells-lithium-project-nevada-r4930181.htm	GGL Sells Lithium Project Nevada 20230720	GGL Sells Lithium Project Nevada 20230720 GGL Sells Lithium Project Nevada
335	1116075335	20230720	CA02	49.25	-123.133	https://www.pr-inside.com/inovatec-to-demonstrate-market-leading-cloud-lending-solutions-at-the-r4930186.htm	Inovatec to Demonstrate MarketLeading Cloud Lending Solutions at the  20230720	Inovatec to Demonstrate MarketLeading Cloud Lending Solutions at the  20230720 Inovatec to Demonstrate MarketLeading Cloud Lending Solutions at the 
339	1116075339	20230720	CA08	52.6167	-94.0667	https://www.cbc.ca/news/canada/newfoundland-labrador/nl-humid-weather-continues-1.6912005	Eastern Newfoundland parts of Labrador still under heat warning as sticky weather pushes on  CBC News	Eastern Newfoundland parts of Labrador still under heat warning as sticky weather pushes on  CBC News Eastern Newfoundland and a portion of Labrador are still under heat warnings as the hot and humid weather continues to bear down on the province
340	1116075340	20230720	US	39.828175	-98.5795	https://www.news18.com/movies/taapsee-pannu-birthday-roast-to-feature-abish-mathew-angad-ranyal-gurleen-pannu-exclusive-8384839.html	Taapsee Pannu Birthday Roast To Feature Abish Mathew Angad Ranyal Gurleen Pannu  Exclusive  News18	Taapsee Pannu Birthday Roast To Feature Abish Mathew Angad Ranyal Gurleen Pannu  Exclusive  News18 We hear Taapsee Pannu is planning a birthday roast and three comedians are going to be a part of this
344	1116075344	20230720	CA10	46.2	-74.6333	https://www.lakeplacidnews.com/news/local-news/2023/07/20/ironman-race-officials-keeping-a-close-eye-on-the-sky/	Ironman race officials keeping a close eye on the sky  News Sports Jobs  Lake Placid News	Ironman race officials keeping a close eye on the sky  News Sports Jobs  Lake Placid News LAKE PLACID  Ironman Lake Placid officials are closely monitoring the Air Quality Index for the triathlon on Sunday July 23 especially after the haze f
345	1116075345	20230720	CA	60.0	-96.0	https://news.sky.com/story/google-testing-if-ai-can-write-news-but-insists-it-wont-replace-journalists-12924116	Google testing if AI can write news  but insists it wont replace journalists  Science  Tech News  Sky News	Google testing if AI can write news  but insists it wont replace journalists  Science  Tech News  Sky News The search giants experiment comes amid a bitter battle with the Canadian government over legislation that would force tech companies to compensate news publishers whose content ends up on their platforms
351	1116075351	20230720	CA	60.0	-96.0	https://www.breitbart.com:443/politics/2023/07/20/even-canadians-oppose-justin-trudeaus-k-12-transgenderism-drive/	Even Canadians Oppose Justin Trudeaus K12 Transgenderism Drive	Even Canadians Oppose Justin Trudeaus K12 Transgenderism Drive Even Canadians are turning against the transgender ideology as Prime Minister Justin Trudeau pushes it through the society
352	1116075352	20230720	MX	23.0	-102.0	https://www.newtimesslo.com/arts/grossman-gallery-showcases-art-by-shell-beach-based-painter-judy-chapel-14117664	Grossman Gallery showcases art by Shell Beachbased painter Judy Chapel  Arts  San Luis Obispo  New Times San Luis Obispo	Grossman Gallery showcases art by Shell Beachbased painter Judy Chapel  Arts  San Luis Obispo  New Times San Luis Obispo The featured artist for the month of August at the Grossman Gallery in Lompoc is Shell Beachbased painter Judy Chapel whose exhibit will premiere on
365	1116075365	20230720	UK	54.0	-4.0	https://pressgazette.co.uk/publishers/digital-journalism/publishers-must-adapt-to-life-outside-the-world-wide-web-or-be-crushed-says-bustle-ceo-bryan-goldberg/	Bryan Goldberg Why audience for online news is declining	Bryan Goldberg Why audience for online news is declining BDG CEO Bryan Goldberg argues that its social media that is pushing audiences away from news and towards video
369	1116075369	20230720	CH	35.0	105.0	https://www.manilatimes.net/2023/07/20/business/corporate-news/emperador-unit-expands-scotland-whisky-complex/1901447	Emperador unit expands Scotland whisky complex  The Manila Times	Emperador unit expands Scotland whisky complex  The Manila Times EMPERADOR Inc through subsidiary Whyte and Mackay Ltd is expanding its Scotland distillery in response to growing demand for whisky worldwide
373	1116075373	20230720	IS00	31.7667	35.2333	https://www.ynetnews.com/article/rkja115l5n	Abbot asked to remove his cross Government does not accept Jerusalem as holy to 3 re	Abbot asked to remove his cross Government does not accept Jerusalem as holy to 3 re Nikodemus Schnabel has been spat on and physically pushed in the narrow streets of Jerusalems Old City  he says the atmosphere is changing in a way that is not good for the holy city A bizarre moment because I had no intention to pray
380	1116075380	20230720	KE05	-1.28333	36.8167	https://www.the-star.co.ke/news/realtime/2023-07-20-police-have-orders-to-execute-protesters-azimio-claims/	Police have orders to execute protesters Azimio claims	Police have orders to execute protesters Azimio claims The leaders vowed that they will not tire or surrender
382	1116075382	20230720	KE08	-1.38171	36.7669	https://www.standardmedia.co.ke/nairobi/article/2001477645/azimio-asks-icc-to-intervene-over-police-brutality	Azimio asks ICC to intervene over Police brutality  The Standard	Azimio asks ICC to intervene over Police brutality  The Standard We have our own strategy and we are implementing them very well and they are succeeding We are extremely excited about the success of the maandamano so far
384	1116075384	20230720	USDC	38.8951	-77.0364	https://movieweb.com/iconic-cartoon-detectives/	10 Iconic Cartoon Detectives Who Always Solve the Case	10 Iconic Cartoon Detectives Who Always Solve the Case Liveaction detectives normally get all the glory but the following cartoon crimebusters are equally good
387	1116075387	20230720	LI14	6.31056	-10.8047	https://allafrica.com/stories/202307200343.html	Liberia Nine Liberian Health Entrepreneurs Win USAIDFunded BridgeU Cash Awards  allAfricacom	Liberia Nine Liberian Health Entrepreneurs Win USAIDFunded BridgeU Cash Awards  allAfricacom Six teams of aspiring health entrepreneurs comprising nine members have received financial awards and certificates after winning the USAIDfunded BRIDGEU Applying Research for a Healthy Liberia project HEALR Creation Course Pitch Fest
